Word                          Rank           Frequency      Rank*Frequency      
allorganizzazione             14343          1              14343               
proporzioni                   14344          1              14344               
dalleserito                   14345          1              14345               
babij                         14346          1              14346               
jar                           14347          1              14347               
alluisione                    14348          1              14348               
dodessa                       14349          1              14349               
perpetrato                    14350          1              14350               
rumbula                       14351          1              14351               
viinanze                      14352          1              14352               
indiarono                     14353          1              14353               
onquistate                    14354          1              14354               
asservite                     14355          1              14355               
inariata                      14356          1              14356               
eedenza                       14357          1              14357               
dominatori                    14358          1              14358               
deportata                     14359          1              14359               
urali                         14360          1              14360               
asservita                     14361          1              14361               
lavorassero                   14362          1              14362               
parvenza                      14363          1              14363               
slava                         14364          1              14364               
soppressa                     14365          1              14365               
instaurarono                  14366          1              14366               
terrore                       14367          1              14367               
segno                         14368          1              14368               
sterminati                    14369          1              14369               
sospetti                      14370          1              14370               
sfuggirono                    14371          1              14371               
onessi                        14372          1              14372               
privazioni                    14373          1              14373               
wannsee                       14374          1              14374               
lattuazione                   14375          1              14375               
onretizzatasi                 14376          1              14376               
genoidio                      14377          1              14377               
impiegandoli                  14378          1              14378               
sopprimendoli                 14379          1              14379               
amere                         14380          1              14380               
urando                        14381          1              14381               
ferroviaria                   14382          1              14382               
forni                         14383          1              14383               
rematori                      14384          1              14384               
rudeli                        14385          1              14385               
onvogliata                    14386          1              14386               
calolare                      14387          1              14387               
susseguitisi                  14388          1              14388               
giunti                        14389          1              14389               
omprendente                   14390          1              14390               
disabili                      14391          1              14391               
perpetrati                    14392          1              14392               
appannaggio                   14393          1              14393               
mosaio                        14394          1              14394               
etnio                         14395          1              14395               
degenerò                      14396          1              14396               
afflissero                    14397          1              14397               
serbe                         14398          1              14398               
doupazione                    14399          1              14399               
novi                          14400          1              14400               
sad                           14401          1              14401               
romanì                        14402          1              14402               
tristemente                   14403          1              14403               
jasenova                      14404          1              14404               
disriminatorie                14405          1              14405               
deportarono                   14406          1              14406               
annessi                       14407          1              14407               
onsegnare                     14408          1              14408               
valse                         14409          1              14409               
dalloloausto                  14410          1              14410               
rimandare                     14411          1              14411               
linevitabile                  14412          1              14412               
paradis                       14413          1              14413               
brutali                       14414          1              14414               
lidie                         14415          1              14415               
oradoursurglane               14416          1              14416               
esenti                        14417          1              14417               
ommettere                     14418          1              14418               
kalavryta                     14419          1              14419               
istituzionalizzata            14420          1              14420               
provvedimenti                 14421          1              14421               
commando                      14422          1              14422               
ommissario                    14423          1              14423               
dereto                        14424          1              14424               
nebbia                        14425          1              14425               
ommesse                       14426          1              14426               
uisione                       14427          1              14427               
mashi                         14428          1              14428               
sorpresi                      14429          1              14429               
fuilazione                    14430          1              14430               
ostaggi                       14431          1              14431               
domenikon                     14432          1              14432               
arbe                          14433          1              14433               
rapina                        14434          1              14434               
arestia                       14435          1              14435               
ritennero                     14436          1              14436               
investiti                     14437          1              14437               
ivilizzatori                  14438          1              14438               
asiatihe                      14439          1              14439               
soprusi                       14440          1              14440               
ivi                           14441          1              14441               
massarati                     14442          1              14442               
purga                         14443          1              14443               
sook                          14444          1              14444               
ching                         14445          1              14445               
assoggettate                  14446          1              14446               
indonesiani                   14447          1              14447               
espatriare                    14448          1              14448               
oreane                        14449          1              14449               
linganno                      14450          1              14450               
shiave                        14451          1              14451               
comfort                       14452          1              14452               
women                         14453          1              14453               
esatto                        14454          1              14454               
grandissimo                   14455          1              14455               
redenze                       14456          1              14456               
disonorevole                  14457          1              14457               
soldato                       14458          1              14458               
deleteria                     14459          1              14459               
torture                       14460          1              14460               
khwae                         14461          1              14461               
originari                     14462          1              14462               
sandakan                      14463          1              14463               
avie                          14464          1              14464               
dellunità                     14465          1              14465               
equiparabili                  14466          1              14466               
sistematio                    14467          1              14467               
arresisi                      14468          1              14468               
arhivi                        14469          1              14469               
riordi                        14470          1              14470               
bisari                        14471          1              14471               
riferimenti                   14472          1              14472               
isritto                       14473          1              14473               
resoonti                      14474          1              14474               
riluttanti                    14475          1              14475               
arrendevano                   14476          1              14476               
giustiziarli                  14477          1              14477               
rilevata                      14478          1              14478               
trofei                        14479          1              14479               
denti                         14480          1              14480               
orehie                        14481          1              14481               
adaveri                       14482          1              14482               
vietata                       14483          1              14483               
doumentali                    14484          1              14484               
irostanziate                  14485          1              14485               
orti                          14486          1              14486               
marziali                      14487          1              14487               
ondannarono                   14488          1              14488               
corps                         14489          1              14489               
expéditionnaire               14490          1              14490               
français                      14491          1              14491               
italie                        14492          1              14492               
lazio                         14493          1              14493               
marohinate                    14494          1              14494               
invidiare                     14495          1              14495               
allanaloga                    14496          1              14496               
daffari                       14497          1              14497               
funzionari                    14498          1              14498               
truidati                      14499          1              14499               
katyn                         14500          1              14500               
inolparono                    14501          1              14501               
trattate                      14502          1              14502               
arrestate                     14503          1              14503               
hiusi                         14504          1              14504               
osteggiate                    14505          1              14505               
rionsegnati                   14506          1              14506               
aotii                         14507          1              14507               
abbandonò                     14508          1              14508               
panio                         14509          1              14509               
disorganizzazione             14510          1              14510               
lasiarli                      14511          1              14511               
uisero                        14512          1              14512               
efferata                      14513          1              14513               
areri                         14514          1              14514               
obbligati                     14515          1              14515               
dubitava                      14516          1              14516               
lealtà                        14517          1              14517               
germanihe                     14518          1              14518               
attenuate                     14519          1              14519               
sarsissime                    14520          1              14520               
bestiame                      14521          1              14521               
sariati                       14522          1              14522               
lentil                        14523          1              14523               
eeni                          14524          1              14524               
ingusi                        14525          1              14525               
bashiri                       14526          1              14526               
tatari                        14527          1              14527               
ollaborato                    14528          1              14528               
distinzioni                   14529          1              14529               
aompagnate                    14530          1              14530               
quanti                        14531          1              14531               
opponevano                    14532          1              14532               
stimarono                     14533          1              14533               
abbandonarono                 14534          1              14534               
autorizzarono                 14535          1              14535               
inoraggiarono                 14536          1              14536               
prevenirle                    14537          1              14537               
mettervi                      14538          1              14538               
proseuzione                   14539          1              14539               
ostaolava                     14540          1              14540               
ontinuazione                  14541          1              14541               
dispose                       14542          1              14542               
ontribuissero                 14543          1              14543               
impianti                      14544          1              14544               
smontati                      14545          1              14545               
venissero                     14546          1              14546               
werwolf                       14547          1              14547               
fulminea                      14548          1              14548               
prourarsi                     14549          1              14549               
sambiate                      14550          1              14550               
ontestazione                  14551          1              14551               
russi                         14552          1              14552               
violentate                    14553          1              14553               
usirono                       14554          1              14554               
traumatizzate                 14555          1              14555               
alolò                         14556          1              14556               
tolsero                       14557          1              14557               
chi                           14558          1              14558               
reagire                       14559          1              14559               
uiso                          14560          1              14560               
liberati                      14561          1              14561               
sospetto                      14562          1              14562               
arrestati                     14563          1              14563               
onvinzioni                    14564          1              14564               
aderito                       14565          1              14565               
onti                          14566          1              14566               
aompagnò                      14567          1              14567               
dirette                       14568          1              14568               
etnie                         14569          1              14569               
ritenute                      14570          1              14570               
allintroduzione               14571          1              14571               
afflisse                      14572          1              14572               
svevi                         14573          1              14573               
lesodo                        14574          1              14574               
restituire                    14575          1              14575               
bleiburg                      14576          1              14576               
fuggiti                       14577          1              14577               
rionsegnarono                 14578          1              14578               
kočevski                      14579          1              14579               
rog                           14580          1              14580               
ongiunsero                    14581          1              14581               
foibe                         14582          1              14582               
iniziati                      14583          1              14583               
ammontarono                   14584          1              14584               
antifasiste                   14585          1              14585               
dobrugia                      14586          1              14586               
petsamo                       14587          1              14587               
riottenne                     14588          1              14588               
onseguiti                     14589          1              14589               
transarpazia                  14590          1              14590               
leritrea                      14591          1              14591               
amministrazione               14592          1              14592               
fiduiaria                     14593          1              14593               
innesò                        14594          1              14594               
memorandum                    14595          1              14595               
osimo                         14596          1              14596               
zara                          14597          1              14597               
listria                       14598          1              14598               
trieste                       14599          1              14599               
rivolgimenti                  14600          1              14600               
abolì                         14601          1              14601               
repubbliano                   14602          1              14602               
protrassero                   14603          1              14603               
onseguite                     14604          1              14604               
instaurato                    14605          1              14605               
paifista                      14606          1              14606               
gerarhia                      14607          1              14607               
pluralista                    14608          1              14608               
avviando                      14609          1              14609               
trattata                      14610          1              14610               
potsdam                       14611          1              14611               
arretrata                     14612          1              14612               
oderneiße                     14613          1              14613               
edendo                        14614          1              14614               
ompensazione                  14615          1              14615               
perduti                       14616          1              14616               
saarland                      14617          1              14617               
saar                          14618          1              14618               
spartito                      14619          1              14619               
impedita                      14620          1              14620               
sorti                         14621          1              14621               
prebellia                     14622          1              14622               
infrastrutture                14623          1              14623               
senzatetto                    14624          1              14624               
viario                        14625          1              14625               
anali                         14626          1              14626               
allagamento                   14627          1              14627               
ettari                        14628          1              14628               
perduto                       14629          1              14629               
relief                        14630          1              14630               
rehabilitation                14631          1              14631               
administration                14632          1              14632               
impedirono                    14633          1              14633               
epidemie                      14634          1              14634               
dellinfluenza                 14635          1              14635               
lunrra                        14636          1              14636               
salirono                      14637          1              14637               
imposte                       14638          1              14638               
lì                            14639          1              14639               
migrare                       14640          1              14640               
pulizia                       14641          1              14641               
susitò                        14642          1              14642               
disapprovazione               14643          1              14643               
imbarazzo                     14644          1              14644               
aiati                         14645          1              14645               
dallungheria                  14646          1              14646               
oloni                         14647          1              14647               
nellaltro                     14648          1              14648               
sgombrate                     14649          1              14649               
innesando                     14650          1              14650               
arabe                         14651          1              14651               
abolita                       14652          1              14652               
ostruita                      14653          1              14653               
svanì                         14654          1              14654               
avviò                         14655          1              14655               
legida                        14656          1              14656               
riostruzione                  14657          1              14657               
linstallazione                14658          1              14658               
filosovietii                  14659          1              14659               
ripetersi                     14660          1              14660               
sulleuropa                    14661          1              14661               
dividerla                     14662          1              14662               
ridistribuzione               14663          1              14663               
stabilmente                   14664          1              14664               
laura                         14665          1              14665               
invinibilità                  14666          1              14666               
goduto                        14667          1              14667               
olonizzatori                  14668          1              14668               
angloindiano                  14669          1              14669               
pakistan                      14670          1              14670               
ritrovarsi                    14671          1              14671               
dindoina                      14672          1              14672               
dindipendenza                 14673          1              14673               
indonesiana                   14674          1              14674               
lindonesia                    14675          1              14675               
lindoina                      14676          1              14676               
ripartita                     14677          1              14677               
laos                          14678          1              14678               
ideologio                     14679          1              14679               
spalleggiata                  14680          1              14680               
trasinare                     14681          1              14681               
hughes                        14682          1              14682               
graham                        14683          1              14683               
roydesmith                    14684          1              14684               
mantenuti                     14685          1              14685               
tralasiando                   14686          1              14686               
limmensa                      14687          1              14687               
impieghi                      14688          1              14688               
moltissimi                    14689          1              14689               
ripartiti                     14690          1              14690               
asteroidali                   14691          1              14691               
nellipotetia                  14692          1              14692               
polvere                       14693          1              14693               
interplanetaria               14694          1              14694               
dallespansione                14695          1              14695               
eliosfera                     14696          1              14696               
dallantihità                  14697          1              14697               
ignorato                      14698          1              14698               
vigeva                        14699          1              14699               
geoentrio                     14700          1              14700               
elioentrio                    14701          1              14701               
aristaro                      14702          1              14702               
samo                          14703          1              14703               
piede                         14704          1              14704               
niolò                         14705          1              14705               
copernio                      14706          1              14706               
orbitare                      14707          1              14707               
linvenzione                   14708          1              14708               
telesopio                     14709          1              14709               
galilei                       14710          1              14710               
mediei                        14711          1              14711               
pensò                         14712          1              14712               
hershel                       14713          1              14713               
preonetti                     14714          1              14714               
esistessero                   14715          1              14715               
transuranii                   14716          1              14716               
trattarsi                     14717          1              14717               
ignaro                        14718          1              14718               
lasteroide                    14719          1              14719               
moltipliarono                 14720          1              14720               
dellosservazione              14721          1              14721               
alolarono                     14722          1              14722               
dedusse                       14723          1              14723               
giustifiare                   14724          1              14724               
disrepanze                    14725          1              14725               
johann                        14726          1              14726               
galle                         14727          1              14727               
heinrih                       14728          1              14728               
darrest                       14729          1              14729               
onfermarono                   14730          1              14730               
salì                          14731          1              14731               
jan                           14732          1              14732               
ipotizzò                      14733          1              14733               
vivaio                        14734          1              14734               
perturbate                    14735          1              14735               
modifiavano                   14736          1              14736               
onsistentemente               14737          1              14737               
albion                        14738          1              14738               
riavviò                       14739          1              14739               
delassando                    14740          1              14740               
riportando                    14741          1              14741               
areditate                     14742          1              14742               
ipotizzano                    14743          1              14743               
ollasso                       14744          1              14744               
astronomihe                   14745          1              14745               
protoplanetario               14746          1              14746               
fuina                         14747          1              14747               
litio                         14748          1              14748               
formatisi                     14749          1              14749               
nuleosintesi                  14750          1              14750               
big                           14751          1              14751               
bang                          14752          1              14752               
espulsi                       14753          1              14753               
formatesi                     14754          1              14754               
protostella                   14755          1              14755               
aotio                         14756          1              14756               
sontravano                    14757          1              14757               
entrifuga                     14758          1              14758               
lappiattimento                14759          1              14759               
rotante                       14760          1              14760               
risaldava                     14761          1              14761               
aresevano                     14762          1              14762               
inglobavano                   14763          1              14763               
protopianeti                  14764          1              14764               
derivati                      14765          1              14765               
trasformava                   14766          1              14766               
aresersi                      14767          1              14767               
ontribuiva                    14768          1              14768               
spazzare                      14769          1              14769               
manteneva                     14770          1              14770               
allesterno                    14771          1              14771               
lidrogeno                     14772          1              14772               
lelio                         14773          1              14773               
eleste                        14774          1              14774               
spettrale                     14775          1              14775               
elittia                       14776          1              14776               
angolo                        14777          1              14777               
antiorario                    14778          1              14778               
certi                         14779          1              14779               
orario                        14780          1              14780               
halley                        14781          1              14781               
traiettorie                   14782          1              14782               
gravitano                     14783          1              14783               
keplero                       14784          1              14784               
ellissi                       14785          1              14785               
fuohi                         14786          1              14786               
eentriità                     14787          1              14787               
ellittihe                     14788          1              14788               
onvenzionalmente              14789          1              14789               
composizione                  14790          1              14790               
himii                         14791          1              14791               
predominano                   14792          1              14792               
perentuali                    14793          1              14793               
tavola                        14794          1              14794               
periodia                      14795          1              14795               
isotopi                       14796          1              14796               
stranamente                   14797          1              14797               
luno                          14798          1              14798               
rigonfiamento                 14799          1              14799               
poli                          14800          1              14800               
esaminando                    14801          1              14801               
notato                        14802          1              14802               
metallo                       14803          1              14803               
giornaliere                   14804          1              14804               
densissima                    14805          1              14805               
abitabile                     14806          1              14806               
superfiialmente               14807          1              14807               
ruselli                       14808          1              14808               
anellli                       14809          1              14809               
sferoidale                    14810          1              14810               
meritarsi                     14811          1              14811               
qualifia                      14812          1              14812               
stende                        14813          1              14813               
esternamente                  14814          1              14814               
ipotizza                      14815          1              14815               
trovi                         14816          1              14816               
dorigine                      14817          1              14817               
ruotano                       14818          1              14818               
inlinati                      14819          1              14819               
rarefatti                     14820          1              14820               
diffondono                    14821          1              14821               
zodiaale                      14822          1              14822               
omponente                     14823          1              14823               
rilasia                       14824          1              14824               
elettromagnetia               14825          1              14825               
ingannevole                   14826          1              14826               
diagramma                     14827          1              14827               
hertzsprungrussell            14828          1              14828               
grafio                        14829          1              14829               
luminosa                      14830          1              14830               
alde                          14831          1              14831               
fredde                        14832          1              14832               
nato                          14833          1              14833               
terminare                     14834          1              14834               
essersi                       14835          1              14835               
metalliità                    14836          1              14836               
dallaumulo                    14837          1              14837               
propaga                       14838          1              14838               
interplanetario               14839          1              14839               
composti                      14840          1              14840               
separa                        14841          1              14841               
densi                         14842          1              14842               
roiosa                        14843          1              14843               
roste                         14844          1              14844               
mantelli                      14845          1              14845               
nihel                         14846          1              14846               
reste                         14847          1              14847               
sporgenti                     14848          1              14848               
rupes                         14849          1              14849               
esili                         14850          1              14850               
assenti                       14851          1              14851               
lesursione                    14852          1              14852               
raggiunge                     14853          1              14853               
spiegati                      14854          1              14854               
strappati                     14855          1              14855               
giganteso                     14856          1              14856               
assai                         14857          1              14857               
splendente                    14858          1              14858               
osservarlo                    14859          1              14859               
hiarori                       14860          1              14860               
asiutto                       14861          1              14861               
individuate                   14862          1              14862               
alimentata                    14863          1              14863               
idrosfera                     14864          1              14864               
alterata                      14865          1              14865               
ossigeno                      14866          1              14866               
ostellata                     14867          1              14867               
olympus                       14868          1              14868               
mons                          14869          1              14869               
valley                        14870          1              14870               
valles                        14871          1              14871               
marineris                     14872          1              14872               
persistito                    14873          1              14873               
ruggine                       14874          1              14874               
gravitazionalefobos           14875          1              14875               
fallita                       14876          1              14876               
interferenza                  14877          1              14877               
entimetri                     14878          1              14878               
vesta                         14879          1              14879               
igea                          14880          1              14880               
dimostreranno                 14881          1              14881               
hilometro                     14882          1              14882               
arriverebbe                   14883          1              14883               
millesimo                     14884          1              14884               
passano                       14885          1              14885               
inorrere                      14886          1              14886               
diametri                      14887          1              14887               
dia                           14888          1              14888               
sferia                        14889          1              14889               
distinguibili                 14890          1              14890               
partner                       14891          1              14891               
troiani                       14892          1              14892               
gravitazionalmente            14893          1              14893               
troiano                       14894          1              14894               
lagrange                      14895          1              14895               
hilda                         14896          1              14896               
nearearth                     14897          1              14897               
attraversano                  14898          1              14898               
